"Price","Mileage","Make","Model","Trim","Type","Cylinder","Liter","Doors","Cruise","Sound","Leather"
"14275.127635158","18533","Chevrolet","Cavalier","LS Sport Sedan 4D","Sedan","4","2.2","4","1","1","1"
"13688.000109271","18766","Chevrolet","Cavalier","LS Sport Sedan 4D","Sedan","4","2.2","4","1","1","1"
"13308.833749454","20043","Chevrolet","Cavalier","LS Sport Sedan 4D","Sedan","4","2.2","4","0","1","1"
"14145.880989325","20512","Chevrolet","Cavalier","LS Sport Sedan 4D","Sedan","4","2.2","4","1","1","1"
"12944.938753663","21684","Chevrolet","Cavalier","LS Sport Sedan 4D","Sedan","4","2.2","4","0","1","1"
"12846.061593165","27560","Chevrolet","Cavalier","LS Sport Sedan 4D","Sedan","4","2.2","4","1","1","1"
"14061.122765023","4922","Chevrolet","Cavalier","Sedan 4D","Sedan","4","2.2","4","0","1","1"
"13072.841630533","14311","Chevrolet","Cavalier","Sedan 4D","Sedan","4","2.2","4","0","1","1"
"11699.033915639","19816","Chevrolet","Cavalier","Sedan 4D","Sedan","4","2.2","4","1","1","1"
"12257.164085616","21492","Chevrolet","Cavalier","Sedan 4D","Sedan","4","2.2","4","1","1","1"
"11574.173812653","21525","Chevrolet","Cavalier","Sedan 4D","Sedan","4","2.2","4","0","1","1"
"11539.048533286","24163","Chevrolet","Cavalier","Sedan 4D","Sedan","4","2.2","4","0","1","1"
"12243.060624126","25014","Chevrolet","Cavalier","Sedan 4D","Sedan","4","2.2","4","1","1","1"
"11671.858126736","25727","Chevrolet","Cavalier","Sedan 4D","Sedan","4","2.2","4","1","1","1"
"11464.628858784","29410","Chevrolet","Cavalier","Sedan 4D","Sedan","4","2.2","4","1","1","1"
"10546.782745108","38866","Chevrolet","Cavalier","Sedan 4D","Sedan","4","2.2","4","1","1","1"
"15553.208714413","7695","Chevrolet","Classic","Sedan 4D","Sedan","4","2.2","4","0","1","1"
"15047.002738089","12305","Chevrolet","Classic","Sedan 4D","Sedan","4","2.2","4","1","1","1"
"13540.041641654","17343","Chevrolet","Classic","Sedan 4D","Sedan","4","2.2","4","0","1","1"
"14077.968852761","17445","Chevrolet","Classic","Sedan 4D","Sedan","4","2.2","4","0","1","1"
"12981.952029297","20309","Chevrolet","Classic","Sedan 4D","Sedan","4","2.2","4","1","1","1"
"13436.00014944","20530","Chevrolet","Classic","Sedan 4D","Sedan","4","2.2","4","0","1","1"
"13161.942827768","21145","Chevrolet","Classic","Sedan 4D","Sedan","4","2.2","4","1","1","1"
"14220.013215189","23069","Chevrolet","Classic","Sedan 4D","Sedan","4","2.2","4","1","1","1"
"12379.126473349","31199","Chevrolet","Classic","Sedan 4D","Sedan","4","2.2","4","1","1","1"
"11581.905044454","36566","Chevrolet","Classic","Sedan 4D","Sedan","4","2.2","4","0","1","1"
"14023.93854673","13776","Chevrolet","Cobalt","Coupe 2D","Coupe","4","2.2","2","0","1","1"
"12810.910584965","19461","Chevrolet","Cobalt","Coupe 2D","Coupe","4","2.2","2","1","1","1"
"13135.905032318","21796","Chevrolet","Cobalt","Coupe 2D","Coupe","4","2.2","2","1","1","1"
"13106.900423661","21910","Chevrolet","Cobalt","Coupe 2D","Coupe","4","2.2","2","0","1","1"
"12845.174249315","22382","Chevrolet","Cobalt","Coupe 2D","Coupe","4","2.2","2","1","1","1"
"12570.136681014","22479","Chevrolet","Cobalt","Coupe 2D","Coupe","4","2.2","2","0","1","1"
"12897.929536917","23200","Chevrolet","Cobalt","Coupe 2D","Coupe","4","2.2","2","1","1","1"
"11961.619958413","27394","Chevrolet","Cobalt","Coupe 2D","Coupe","4","2.2","2","1","1","1"
"12706.911347976","27521","Chevrolet","Cobalt","Coupe 2D","Coupe","4","2.2","2","1","1","1"
"12487.054292735","28492","Chevrolet","Cobalt","Coupe 2D","Coupe","4","2.2","2","0","1","1"
"15635.796159727","1169","Chevrolet","Cobalt","LS Coupe 2D","Coupe","4","2.2","2","0","1","1"
"15747.803969373","6048","Chevrolet","Cobalt","LS Coupe 2D","Coupe","4","2.2","2","0","1","1"
"14619.078562734","15768","Chevrolet","Cobalt","LS Coupe 2D","Coupe","4","2.2","2","1","1","1"
"14185.021552741","20374","Chevrolet","Cobalt","LS Coupe 2D","Coupe","4","2.2","2","0","1","1"
"13699.035780275","25845","Chevrolet","Cobalt","LS Coupe 2D","Coupe","4","2.2","2","1","1","1"
"13310.059594794","26143","Chevrolet","Cobalt","LS Coupe 2D","Coupe","4","2.2","2","1","1","1"
"13530.06864492","27249","Chevrolet","Cobalt","LS Coupe 2D","Coupe","4","2.2","2","1","1","1"
"13019.071136454","27942","Chevrolet","Cobalt","LS Coupe 2D","Coupe","4","2.2","2","1","1","1"
"12684.986226611","29891","Chevrolet","Cobalt","LS Coupe 2D","Coupe","4","2.2","2","1","1","1"
"12553.071427917","32844","Chevrolet","Cobalt","LS Coupe 2D","Coupe","4","2.2","2","1","1","1"
"14997.884336389","8880","Chevrolet","Cobalt","LS Sedan 4D","Sedan","4","2.2","4","0","1","1"
"14847.044150852","12980","Chevrolet","Cobalt","LS Sedan 4D","Sedan","4","2.2","4","0","1","1"
"15128.992235839","13828","Chevrolet","Cobalt","LS Sedan 4D","Sedan","4","2.2","4","1","1","1"
"15000.992709897","14504","Chevrolet","Cobalt","LS Sedan 4D","Sedan","4","2.2","4","0","1","1"
"14593.85409528","18790","Chevrolet","Cobalt","LS Sedan 4D","Sedan","4","2.2","4","0","1","1"
"14304.741035363","21128","Chevrolet","Cobalt","LS Sedan 4D","Sedan","4","2.2","4","0","1","1"
"13688.945675479","21611","Chevrolet","Cobalt","LS Sedan 4D","Sedan","4","2.2","4","1","1","1"
"13744.849852131","23748","Chevrolet","Cobalt","LS Sedan 4D","Sedan","4","2.2","4","0","1","1"
"13545.030896339","27431","Chevrolet","Cobalt","LS Sedan 4D","Sedan","4","2.2","4","0","1","1"
"12741.19023256","34815","Chevrolet","Cobalt","LS Sedan 4D","Sedan","4","2.2","4","0","1","1"
"16116.843916141","865","Chevrolet","Cobalt","LT Sedan 4D","Sedan","4","2.2","4","1","1","1"
"16428.578981373","9882","Chevrolet","Cobalt","LT Sedan 4D","Sedan","4","2.2","4","0","1","1"
"15084.815404267","14824","Chevrolet","Cobalt","LT Sedan 4D","Sedan","4","2.2","4","1","1","1"
"15163.169858964","17158","Chevrolet","Cobalt","LT Sedan 4D","Sedan","4","2.2","4","1","1","1"
"14897.040552577","18210","Chevrolet","Cobalt","LT Sedan 4D","Sedan","4","2.2","4","1","1","1"
"14508.750085224","18910","Chevrolet","Cobalt","LT Sedan 4D","Sedan","4","2.2","4","0","1","1"
"14418.165290908","19818","Chevrolet","Cobalt","LT Sedan 4D","Sedan","4","2.2","4","0","1","1"
"14191.882277361","21181","Chevrolet","Cobalt","LT Sedan 4D","Sedan","4","2.2","4","1","1","1"
"14401.906928809","21527","Chevrolet","Cobalt","LT Sedan 4D","Sedan","4","2.2","4","0","1","1"
"14175.879078875","21627","Chevrolet","Cobalt","LT Sedan 4D","Sedan","4","2.2","4","0","1","1"
"14429.789642703","6114","Chevrolet","Cobalt","Sedan 4D","Sedan","4","2.2","4","1","1","1"
"14696.028989797","6709","Chevrolet","Cobalt","Sedan 4D","Sedan","4","2.2","4","1","1","1"
"14582.769122295","7115","Chevrolet","Cobalt","Sedan 4D","Sedan","4","2.2","4","1","1","1"
"14194.823603611","9561","Chevrolet","Cobalt","Sedan 4D","Sedan","4","2.2","4","0","1","1"
"14072.135231942","15233","Chevrolet","Cobalt","Sedan 4D","Sedan","4","2.2","4","0","1","1"
"13994.906458446","17270","Chevrolet","Cobalt","Sedan 4D","Sedan","4","2.2","4","0","1","1"
"13830.24902472","17594","Chevrolet","Cobalt","Sedan 4D","Sedan","4","2.2","4","0","1","1"
"13159.821544193","22740","Chevrolet","Cobalt","Sedan 4D","Sedan","4","2.2","4","1","1","1"
"12495.970751219","26204","Chevrolet","Cobalt","Sedan 4D","Sedan","4","2.2","4","0","1","1"
"12678.853974694","28683","Chevrolet","Cobalt","Sedan 4D","Sedan","4","2.2","4","0","1","1"
"46732.606029638","3625","Chevrolet","Corvette","Conv 2D","Convertible","8","6","2","1","1","1"
"47065.209912813","5239","Chevrolet","Corvette","Conv 2D","Convertible","8","6","2","1","1","1"
"44749.686793285","12115","Chevrolet","Corvette","Conv 2D","Convertible","8","6","2","1","0","1"
"42773.028390025","14546","Chevrolet","Corvette","Conv 2D","Convertible","8","6","2","1","1","1"
"41371.379272735","20000","Chevrolet","Corvette","Conv 2D","Convertible","8","6","2","1","0","1"
"39547.587899639","23826","Chevrolet","Corvette","Conv 2D","Convertible","8","6","2","1","1","1"
"39691.727400947","25169","Chevrolet","Corvette","Conv 2D","Convertible","8","6","2","1","1","1"
"38824.869085932","25960","Chevrolet","Corvette","Conv 2D","Convertible","8","6","2","1","0","1"
"36970.898047443","30502","Chevrolet","Corvette","Conv 2D","Convertible","8","6","2","1","1","1"
"37288.936737677","32039","Chevrolet","Corvette","Conv 2D","Convertible","8","6","2","1","1","1"
"39875.854255322","7054","Chevrolet","Corvette","Coupe 2D","Coupe","8","6","2","1","0","1"
"39713.667921938","8967","Chevrolet","Corvette","Coupe 2D","Coupe","8","6","2","1","1","1"
"38990.607334621","9410","Chevrolet","Corvette","Coupe 2D","Coupe","8","6","2","1","1","1"
"39092.189918322","10717","Chevrolet","Corvette","Coupe 2D","Coupe","8","6","2","1","1","1"
"39365.883238486","11619","Chevrolet","Corvette","Coupe 2D","Coupe","8","6","2","1","1","1"
"35261.436430686","21350","Chevrolet","Corvette","Coupe 2D","Coupe","8","6","2","1","1","1"
"35575.417048945","22740","Chevrolet","Corvette","Coupe 2D","Coupe","8","6","2","1","0","1"
"34297.305350299","24259","Chevrolet","Corvette","Coupe 2D","Coupe","8","6","2","1","0","1"
"34739.214960399","25747","Chevrolet","Corvette","Coupe 2D","Coupe","8","6","2","1","0","1"
"31186.741462751","34191","Chevrolet","Corvette","Coupe 2D","Coupe","8","6","2","1","0","1"
"21757.049509258","1853","Chevrolet","Impala","LS Sedan 4D","Sedan","6","3.8","4","1","0","0"
"19528.100433407","14115","Chevrolet","Impala","LS Sedan 4D","Sedan","6","3.8","4","1","1","0"
"19075.678752202","18198","Chevrolet","Impala","LS Sedan 4D","Sedan","6","3.8","4","1","0","1"
"19409.752607487","18795","Chevrolet","Impala","LS Sedan 4D","Sedan","6","3.8","4","1","1","1"
"18527.208970563","19874","Chevrolet","Impala","LS Sedan 4D","Sedan","6","3.8","4","1","1","0"
"18912.981598128","21512","Chevrolet","Impala","LS Sedan 4D","Sedan","6","3.8","4","1","1","0"
"17839.800770592","25453","Chevrolet","Impala","LS Sedan 4D","Sedan","6","3.8","4","1","0","1"
"17789.346730811","26980","Chevrolet","Impala","LS Sedan 4D","Sedan","6","3.8","4","1","1","0"
"17294.181001319","29368","Chevrolet","Impala","LS Sedan 4D","Sedan","6","3.8","4","1","1","0"
"18083.396299015","29420","Chevrolet","Impala","LS Sedan 4D","Sedan","6","3.8","4","1","1","1"
"20021.195205527","1787","Chevrolet","Impala","Sedan 4D","Sedan","6","3.8","4","1","0","0"
"18835.189761144","8211","Chevrolet","Impala","Sedan 4D","Sedan","6","3.8","4","1","0","1"
"18727.508376685","14054","Chevrolet","Impala","Sedan 4D","Sedan","6","3.8","4","1","1","1"
"16805.057392224","19498","Chevrolet","Impala","Sedan 4D","Sedan","6","3.8","4","1","0","0"
"17154.576461652","21567","Chevrolet","Impala","Sedan 4D","Sedan","6","3.8","4","1","0","1"
"16644.087873049","22383","Chevrolet","Impala","Sedan 4D","Sedan","6","3.8","4","1","1","1"
"15951.811169073","26070","Chevrolet","Impala","Sedan 4D","Sedan","6","3.8","4","1","1","1"
"16508.590694862","27460","Chevrolet","Impala","Sedan 4D","Sedan","6","3.8","4","1","1","1"
"15832.518348177","31202","Chevrolet","Impala","Sedan 4D","Sedan","6","3.8","4","1","1","1"
"15554.283129118","33357","Chevrolet","Impala","Sedan 4D","Sedan","6","3.8","4","1","1","1"
"25948.962594046","636","Chevrolet","Impala","SS Sedan 4D","Sedan","6","3.8","4","1","0","0"
"27714.050245139","5379","Chevrolet","Impala","SS Sedan 4D","Sedan","6","3.8","4","1","1","0"
"25097.473249184","14461","Chevrolet","Impala","SS Sedan 4D","Sedan","6","3.8","4","1","1","1"
"24809.042323623","16111","Chevrolet","Impala","SS Sedan 4D","Sedan","6","3.8","4","1","0","0"
"23345.32906904","22964","Chevrolet","Impala","SS Sedan 4D","Sedan","6","3.8","4","1","1","1"
"22894.438676148","26272","Chevrolet","Impala","SS Sedan 4D","Sedan","6","3.8","4","1","1","1"
"22064.292185651","27384","Chevrolet","Impala","SS Sedan 4D","Sedan","6","3.8","4","1","1","1"
"23151.546139787","27940","Chevrolet","Impala","SS Sedan 4D","Sedan","6","3.8","4","1","0","0"
"22120.757764641","28242","Chevrolet","Impala","SS Sedan 4D","Sedan","6","3.8","4","1","1","1"
"20294.576824999","33892","Chevrolet","Impala","SS Sedan 4D","Sedan","6","3.8","4","1","0","0"
"18957.890042895","5936","Chevrolet","Malibu","LS MAXX Hback 4D","Hatchback","6","3.5","4","0","1","1"
"18950.9069845","8687","Chevrolet","Malibu","LS MAXX Hback 4D","Hatchback","6","3.5","4","0","1","1"
"17891.633775413","17020","Chevrolet","Malibu","LS MAXX Hback 4D","Hatchback","6","3.5","4","0","1","1"
"17801.22952827","19386","Chevrolet","Malibu","LS MAXX Hback 4D","Hatchback","6","3.5","4","1","1","1"
"16723.993881844","19740","Chevrolet","Malibu","LS MAXX Hback 4D","Hatchback","6","3.5","4","1","1","1"
"16744.030252551","21829","Chevrolet","Malibu","LS MAXX Hback 4D","Hatchback","6","3.5","4","0","1","1"
"16825.19088199","23460","Chevrolet","Malibu","LS MAXX Hback 4D","Hatchback","6","3.5","4","0","1","1"
"16543.98013729","24583","Chevrolet","Malibu","LS MAXX Hback 4D","Hatchback","6","3.5","4","0","1","1"
"16143.957292339","26532","Chevrolet","Malibu","LS MAXX Hback 4D","Hatchback","6","3.5","4","1","1","1"
"14914.201280944","33906","Chevrolet","Malibu","LS MAXX Hback 4D","Hatchback","6","3.5","4","0","1","1"
"19164.610627354","1480","Chevrolet","Malibu","LS Sedan 4D","Sedan","6","3.5","4","1","1","1"
"18800.958898812","7961","Chevrolet","Malibu","LS Sedan 4D","Sedan","6","3.5","4","0","1","1"
"17458.221529205","15144","Chevrolet","Malibu","LS Sedan 4D","Sedan","6","3.5","4","1","1","1"
"17158.921997881","21417","Chevrolet","Malibu","LS Sedan 4D","Sedan","6","3.5","4","0","1","1"
"16472.897647598","21675","Chevrolet","Malibu","LS Sedan 4D","Sedan","6","3.5","4","1","1","1"
"16993.78032811","23621","Chevrolet","Malibu","LS Sedan 4D","Sedan","6","3.5","4","0","1","1"
"16300.465239848","25697","Chevrolet","Malibu","LS Sedan 4D","Sedan","6","3.5","4","1","1","1"
"15623.200273048","27476","Chevrolet","Malibu","LS Sedan 4D","Sedan","6","3.5","4","0","1","1"
"15138.400824024","32462","Chevrolet","Malibu","LS Sedan 4D","Sedan","6","3.5","4","0","1","1"
"15233.159870989","32535","Chevrolet","Malibu","LS Sedan 4D","Sedan","6","3.5","4","0","1","1"
"19471.974852167","6608","Chevrolet","Malibu","LT MAXX Hback 4D","Hatchback","6","3.5","4","1","1","1"
"18009.846031675","15190","Chevrolet","Malibu","LT MAXX Hback 4D","Hatchback","6","3.5","4","0","1","1"
"18273.006133669","16335","Chevrolet","Malibu","LT MAXX Hback 4D","Hatchback","6","3.5","4","0","1","1"
"18311.756302341","17441","Chevrolet","Malibu","LT MAXX Hback 4D","Hatchback","6","3.5","4","0","1","1"
"17553.753683984","18451","Chevrolet","Malibu","LT MAXX Hback 4D","Hatchback","6","3.5","4","0","1","1"
"18004.870414754","18771","Chevrolet","Malibu","LT MAXX Hback 4D","Hatchback","6","3.5","4","0","1","1"
"17663.224952928","19490","Chevrolet","Malibu","LT MAXX Hback 4D","Hatchback","6","3.5","4","1","1","1"
"17115.122030639","24461","Chevrolet","Malibu","LT MAXX Hback 4D","Hatchback","6","3.5","4","0","1","1"
"16988.303063452","24905","Chevrolet","Malibu","LT MAXX Hback 4D","Hatchback","6","3.5","4","1","1","1"
"16803.122749861","25874","Chevrolet","Malibu","LT MAXX Hback 4D","Hatchback","6","3.5","4","1","1","1"
"19446.882940743","932","Chevrolet","Malibu","LT Sedan 4D","Sedan","6","3.5","4","0","1","1"
"17119.457572412","18277","Chevrolet","Malibu","LT Sedan 4D","Sedan","6","3.5","4","1","1","1"
"17316.096603441","19593","Chevrolet","Malibu","LT Sedan 4D","Sedan","6","3.5","4","1","1","1"
"16860.870779422","19883","Chevrolet","Malibu","LT Sedan 4D","Sedan","6","3.5","4","1","1","1"
"17312.907154337","21420","Chevrolet","Malibu","LT Sedan 4D","Sedan","6","3.5","4","1","1","1"
"16403.253626802","23133","Chevrolet","Malibu","LT Sedan 4D","Sedan","6","3.5","4","1","1","1"
"16536.743875117","24218","Chevrolet","Malibu","LT Sedan 4D","Sedan","6","3.5","4","1","1","1"
"16341.804099278","25394","Chevrolet","Malibu","LT Sedan 4D","Sedan","6","3.5","4","0","1","1"
"16713.984689313","26328","Chevrolet","Malibu","LT Sedan 4D","Sedan","6","3.5","4","1","1","1"
"16295.211437549","28239","Chevrolet","Malibu","LT Sedan 4D","Sedan","6","3.5","4","0","1","1"
"18974.922029635","5632","Chevrolet","Malibu","MAXX Hback 4D","Hatchback","6","3.5","4","0","1","1"
"18324.831925382","7397","Chevrolet","Malibu","MAXX Hback 4D","Hatchback","6","3.5","4","1","1","1"
"19581.231413781","7645","Chevrolet","Malibu","MAXX Hback 4D","Hatchback","6","3.5","4","0","1","1"
"18169.37548245","14754","Chevrolet","Malibu","MAXX Hback 4D","Hatchback","6","3.5","4","0","1","1"
"17986.224090942","17488","Chevrolet","Malibu","MAXX Hback 4D","Hatchback","6","3.5","4","0","1","1"
"17173.942321824","18721","Chevrolet","Malibu","MAXX Hback 4D","Hatchback","6","3.5","4","0","1","1"
"16456.974643898","20200","Chevrolet","Malibu","MAXX Hback 4D","Hatchback","6","3.5","4","0","1","1"
"16267.094889109","21452","Chevrolet","Malibu","MAXX Hback 4D","Hatchback","6","3.5","4","0","1","1"
"16860.094325506","22841","Chevrolet","Malibu","MAXX Hback 4D","Hatchback","6","3.5","4","1","1","1"
"16027.286487323","22889","Chevrolet","Malibu","MAXX Hback 4D","Hatchback","6","3.5","4","0","1","1"
"17089.918829699","8732","Chevrolet","Malibu","Sedan 4D","Sedan","6","3.5","4","0","1","1"
"17463.046080588","11393","Chevrolet","Malibu","Sedan 4D","Sedan","6","3.5","4","1","1","1"
"17218.68574986","14579","Chevrolet","Malibu","Sedan 4D","Sedan","6","3.5","4","1","1","1"
"17162.478255375","15903","Chevrolet","Malibu","Sedan 4D","Sedan","6","3.5","4","0","1","1"
"16507.070267488","17451","Chevrolet","Malibu","Sedan 4D","Sedan","6","3.5","4","0","1","1"
"16752.514403252","18562","Chevrolet","Malibu","Sedan 4D","Sedan","6","3.5","4","1","1","1"
"16646.770799265","20154","Chevrolet","Malibu","Sedan 4D","Sedan","6","3.5","4","0","1","1"
"15623.919764576","21272","Chevrolet","Malibu","Sedan 4D","Sedan","6","3.5","4","1","1","1"
"15664.624904755","25787","Chevrolet","Malibu","Sedan 4D","Sedan","6","3.5","4","1","1","1"
"15680.864426006","25956","Chevrolet","Malibu","Sedan 4D","Sedan","6","3.5","4","0","1","1"
"18800.093102594","5827","Chevrolet","Monte Carlo","LS Coupe 2D","Coupe","6","3.8","2","1","0","0"
"18910.804285992","8345","Chevrolet","Monte Carlo","LS Coupe 2D","Coupe","6","3.8","2","1","0","1"
"19177.412063511","10414","Chevrolet","Monte Carlo","LS Coupe 2D","Coupe","6","3.8","2","1","1","0"
"18040.144006469","11647","Chevrolet","Monte Carlo","LS Coupe 2D","Coupe","6","3.8","2","1","0","1"
"17685.200994932","15898","Chevrolet","Monte Carlo","LS Coupe 2D","Coupe","6","3.8","2","1","0","0"
"17515.397589429","18602","Chevrolet","Monte Carlo","LS Coupe 2D","Coupe","6","3.8","2","1","0","0"
"16357.992321669","23491","Chevrolet","Monte Carlo","LS Coupe 2D","Coupe","6","3.8","2","1","1","0"
"16345.943746906","25931","Chevrolet","Monte Carlo","LS Coupe 2D","Coupe","6","3.8","2","1","1","0"
"15797.195760383","26700","Chevrolet","Monte Carlo","LS Coupe 2D","Coupe","6","3.8","2","1","1","0"
"15503.508796169","33345","Chevrolet","Monte Carlo","LS Coupe 2D","Coupe","6","3.8","2","1","0","0"
"21745.029440943","7065","Chevrolet","Monte Carlo","LT Coupe 2D","Coupe","6","3.8","2","1","1","0"
"21725.010749052","13457","Chevrolet","Monte Carlo","LT Coupe 2D","Coupe","6","3.8","2","1","1","0"
"22384.118691771","14788","Chevrolet","Monte Carlo","LT Coupe 2D","Coupe","6","3.8","2","1","1","1"
"20537.14171812","16950","Chevrolet","Monte Carlo","LT Coupe 2D","Coupe","6","3.8","2","1","0","0"
"21233.911355975","17337","Chevrolet","Monte Carlo","LT Coupe 2D","Coupe","6","3.8","2","1","1","1"
"20676.165510948","18021","Chevrolet","Monte Carlo","LT Coupe 2D","Coupe","6","3.8","2","1","0","1"
"20839.149965466","22152","Chevrolet","Monte Carlo","LT Coupe 2D","Coupe","6","3.8","2","1","1","1"
"20017.968430187","22729","Chevrolet","Monte Carlo","LT Coupe 2D","Coupe","6","3.8","2","1","0","0"
"18876.870653678","27218","Chevrolet","Monte Carlo","LT Coupe 2D","Coupe","6","3.8","2","1","1","0"
"17586.928582698","39049","Chevrolet","Monte Carlo","LT Coupe 2D","Coupe","6","3.8","2","1","0","1"
"23573.822002201","12466","Chevrolet","Monte Carlo","SS Coupe 2D","Coupe","6","3.8","2","1","1","0"
"23527.728502495","14948","Chevrolet","Monte Carlo","SS Coupe 2D","Coupe","6","3.8","2","1","1","0"
"22113.628024091","21992","Chevrolet","Monte Carlo","SS Coupe 2D","Coupe","6","3.8","2","1","1","0"
"22470.358429568","22626","Chevrolet","Monte Carlo","SS Coupe 2D","Coupe","6","3.8","2","1","1","0"
"20619.114010224","24067","Chevrolet","Monte Carlo","SS Coupe 2D","Coupe","6","3.8","2","1","0","0"
"20047.951361226","24665","Chevrolet","Monte Carlo","SS Coupe 2D","Coupe","6","3.8","2","1","1","0"
"21525.339008346","25020","Chevrolet","Monte Carlo","SS Coupe 2D","Coupe","6","3.8","2","1","1","1"
"20382.150309569","25240","Chevrolet","Monte Carlo","SS Coupe 2D","Coupe","6","3.8","2","1","1","1"
"21020.836776606","25550","Chevrolet","Monte Carlo","SS Coupe 2D","Coupe","6","3.8","2","1","1","1"
"20221.808811282","26223","Chevrolet","Monte Carlo","SS Coupe 2D","Coupe","6","3.8","2","1","1","1"
"25452.473854577","11892","Pontiac","Bonneville","GXP Sedan 4D","Sedan","8","4.6","4","1","0","1"
"23449.306325765","17273","Pontiac","Bonneville","GXP Sedan 4D","Sedan","8","4.6","4","1","0","1"
"23578.164860671","19148","Pontiac","Bonneville","GXP Sedan 4D","Sedan","8","4.6","4","1","0","1"
"22525.269721503","19521","Pontiac","Bonneville","GXP Sedan 4D","Sedan","8","4.6","4","1","1","1"
"21982.647708265","20472","Pontiac","Bonneville","GXP Sedan 4D","Sedan","8","4.6","4","1","1","1"
"22231.563151494","21929","Pontiac","Bonneville","GXP Sedan 4D","Sedan","8","4.6","4","1","1","1"
"22189.115971083","25651","Pontiac","Bonneville","GXP Sedan 4D","Sedan","8","4.6","4","1","0","1"
"21765.066579225","25794","Pontiac","Bonneville","GXP Sedan 4D","Sedan","8","4.6","4","1","0","1"
"21403.756422338","27168","Pontiac","Bonneville","GXP Sedan 4D","Sedan","8","4.6","4","1","0","1"
"21200.690207227","31197","Pontiac","Bonneville","GXP Sedan 4D","Sedan","8","4.6","4","1","1","1"
"19682.035010649","11554","Pontiac","Bonneville","SE Sedan 4D","Sedan","6","3.8","4","1","0","1"
"18678.414122738","16496","Pontiac","Bonneville","SE Sedan 4D","Sedan","6","3.8","4","1","1","0"
"20318.890973131","17583","Pontiac","Bonneville","SE Sedan 4D","Sedan","6","3.8","4","1","1","0"
"20127.044184749","18419","Pontiac","Bonneville","SE Sedan 4D","Sedan","6","3.8","4","1","1","1"
"19751.041430836","20510","Pontiac","Bonneville","SE Sedan 4D","Sedan","6","3.8","4","1","0","1"
"17844.730770784","21121","Pontiac","Bonneville","SE Sedan 4D","Sedan","6","3.8","4","1","1","0"
"18856.018690556","22423","Pontiac","Bonneville","SE Sedan 4D","Sedan","6","3.8","4","1","1","0"
"18566.070703281","24747","Pontiac","Bonneville","SE Sedan 4D","Sedan","6","3.8","4","1","1","1"
"18063.004910853","27574","Pontiac","Bonneville","SE Sedan 4D","Sedan","6","3.8","4","1","0","0"
"17768.059505433","28385","Pontiac","Bonneville","SE Sedan 4D","Sedan","6","3.8","4","1","1","1"
"23197.436789974","2295","Pontiac","Bonneville","SLE Sedan 4D","Sedan","6","3.8","4","1","1","1"
"23102.022367248","5653","Pontiac","Bonneville","SLE Sedan 4D","Sedan","6","3.8","4","1","0","0"
"22460.529996304","8928","Pontiac","Bonneville","SLE Sedan 4D","Sedan","6","3.8","4","1","0","1"
"21607.772565555","11069","Pontiac","Bonneville","SLE Sedan 4D","Sedan","6","3.8","4","1","0","1"
"22004.930437537","15516","Pontiac","Bonneville","SLE Sedan 4D","Sedan","6","3.8","4","1","1","1"
"20830.994296065","19419","Pontiac","Bonneville","SLE Sedan 4D","Sedan","6","3.8","4","1","1","0"
"20109.904121275","22891","Pontiac","Bonneville","SLE Sedan 4D","Sedan","6","3.8","4","1","1","1"
"19116.1310874","26252","Pontiac","Bonneville","SLE Sedan 4D","Sedan","6","3.8","4","1","0","1"
"19689.740844004","27077","Pontiac","Bonneville","SLE Sedan 4D","Sedan","6","3.8","4","1","1","0"
"19338.375997573","27966","Pontiac","Bonneville","SLE Sedan 4D","Sedan","6","3.8","4","1","0","1"
"21903.32261752","4537","Pontiac","G6","GT Sedan 4D","Sedan","6","3.5","4","1","1","0"
"22736.834468872","5690","Pontiac","G6","GT Sedan 4D","Sedan","6","3.5","4","1","1","1"
"22104.973571308","9049","Pontiac","G6","GT Sedan 4D","Sedan","6","3.5","4","1","1","1"
"22311.049512962","11221","Pontiac","G6","GT Sedan 4D","Sedan","6","3.5","4","1","1","1"
"21875.09763083","12313","Pontiac","G6","GT Sedan 4D","Sedan","6","3.5","4","1","0","1"
"20627.661689079","20770","Pontiac","G6","GT Sedan 4D","Sedan","6","3.5","4","1","1","1"
"19540.244788574","22628","Pontiac","G6","GT Sedan 4D","Sedan","6","3.5","4","1","1","0"
"19204.80934142","26477","Pontiac","G6","GT Sedan 4D","Sedan","6","3.5","4","1","0","1"
"18158.083129084","28354","Pontiac","G6","GT Sedan 4D","Sedan","6","3.5","4","1","0","0"
"18529.342117114","30063","Pontiac","G6","GT Sedan 4D","Sedan","6","3.5","4","1","0","1"
"21383.067160497","7287","Pontiac","G6","Sedan 4D","Sedan","6","3.5","4","1","1","1"
"20452.669474949","10338","Pontiac","G6","Sedan 4D","Sedan","6","3.5","4","1","0","0"
"20677.593819194","11204","Pontiac","G6","Sedan 4D","Sedan","6","3.5","4","1","1","0"
"19294.787504345","19539","Pontiac","G6","Sedan 4D","Sedan","6","3.5","4","1","0","0"
"18548.978592642","20870","Pontiac","G6","Sedan 4D","Sedan","6","3.5","4","1","0","0"
"18042.221074365","21702","Pontiac","G6","Sedan 4D","Sedan","6","3.5","4","1","0","0"
"18620.871366629","25516","Pontiac","G6","Sedan 4D","Sedan","6","3.5","4","1","0","1"
